sofascore_slug,transfermarkt_url,lig,sezon,etiket
diogo-calila/892083,https://www.transfermarkt.com/calila/profil/spieler/396429,Liga Portugal,24/25,Right Midfield
diogo-ferreira/1489159,https://www.transfermarkt.com/diogo-salomao/profil/spieler/145918,Liga 1,18/19,Left Winger
diogo-ferreira/1489159,https://www.transfermarkt.com/diogo-salomao/profil/spieler/145918,Liga 1,17/18,Left Winger
diogo-ferreira/1489159,https://www.transfermarkt.com/diogo-salomao/profil/spieler/145918,Liga Portugal 2,21/22,Right Winger
diogo-goncalves/357746,https://www.transfermarkt.com/diogo-goncalves/profil/spieler/258015,MLS,2025,Left Winger
diogo-goncalves/357746,https://www.transfermarkt.com/diogo-goncalves/profil/spieler/258015,Ledman LigaPro,16/17,Left Winger
diogo-goncalves/357746,https://www.transfermarkt.com/diogo-goncalves/profil/spieler/258015,Ledman LigaPro,15/16,Left Winger
diogo-goncalves/357746,https://www.transfermarkt.com/diogo-goncalves/profil/spieler/258015,Liga NOS,19/20,Right Winger
diogo-hereda/981295,https://www.transfermarkt.com/hereda/profil/spieler/634139,Série B,2024,Right-Back
diogo-hereda/981295,https://www.transfermarkt.com/hereda/profil/spieler/634139,Série B,2023,Right-Back
diogo-hereda/981295,https://www.transfermarkt.com/hereda/profil/spieler/634139,Série B,2021,Right-Back
diogo-hereda/981295,https://www.transfermarkt.com/hereda/profil/spieler/634139,Série B,2020,Right-Back
diogo-monteiro/1095652,https://www.transfermarkt.com/diogo-monteiro/profil/spieler/670713,Premier League 2,23/24,Centre-Back
diogo-nascimento/997022,https://www.transfermarkt.com/diogo-nascimento/profil/spieler/654099,Liga Portugal 2,24/25,Central Midfield
diogo-nascimento/997022,https://www.transfermarkt.com/diogo-nascimento/profil/spieler/654099,Liga Portugal,23/24,Central Midfield
diogo-prioste/1146008,https://www.transfermarkt.com/diogo-prioste/profil/spieler/670718,Liga Portugal 2,24/25,Central Midfield
diogo-prioste/1146008,https://www.transfermarkt.com/diogo-prioste/profil/spieler/670718,Liga Portugal 2,23/24,Central Midfield
diogo-ramalho/864056,https://www.transfermarkt.com/ramalho/profil/spieler/478588,Liga 3,24/25,Central Midfield
diogo-spencer/1120043,https://www.transfermarkt.com/diogo-spencer/profil/spieler/858252,Liga Portugal 2,24/25,Right-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,Premyer Liqa,24/25,Centre-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,Ekstraklasa,22/23,Centre-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,Ekstraklasa,21/22,Centre-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,Ligat ha'Al,19/20,Centre-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,2ª División,18/19,Centre-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,2ª División,17/18,Centre-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,Ledman LigaPro,16/17,Centre-Back
diogo-verdasca/280949,https://www.transfermarkt.com/diogo-verdasca/profil/spieler/225162,Ledman LigaPro,15/16,Centre-Back
diomande-ousmane/1394342,https://www.transfermarkt.com/ousmane-diomande/profil/spieler/974982,Liga Portugal,24/25,Centre-Back
diomande-ousmane/1394342,https://www.transfermarkt.com/ousmane-diomande/profil/spieler/974982,Liga Portugal,23/24,Centre-Back
diomande-ousmane/1394342,https://www.transfermarkt.com/ousmane-diomande/profil/spieler/974982,U19 Boys League,21/22,Centre-Back
dion-de-neve/923974,https://www.transfermarkt.com/dion-de-neve/profil/spieler/502245,JPL,23/24,Left Midfield
dion-de-neve/923974,https://www.transfermarkt.com/dion-de-neve/profil/spieler/502245,Jupiler Pro League,24/25,Left-Back
dion-drena-beljo/995773,https://www.transfermarkt.com/dion-beljo/profil/spieler/618350,Bundesliga,24/25,Centre-Forward
dion-drena-beljo/995773,https://www.transfermarkt.com/dion-beljo/profil/spieler/618350,Bundesliga,22/23,Centre-Forward
dion-drena-beljo/995773,https://www.transfermarkt.com/dion-beljo/profil/spieler/618350,1. HNL,21/22,Centre-Forward
dion-gallapeni/1499083,https://www.transfermarkt.com/dion-gallapeni/profil/spieler/1136224,Superliga e Kosovës,24/25,Left Midfield
dion-lopy/982327,https://www.transfermarkt.com/dion-lopy/profil/spieler/649033,LaLiga2,24/25,Defensive Midfield
dion-lopy/982327,https://www.transfermarkt.com/dion-lopy/profil/spieler/649033,LaLiga,23/24,Defensive Midfield
dion-lopy/982327,https://www.transfermarkt.com/dion-lopy/profil/spieler/649033,Ligue 1,22/23,Defensive Midfield
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Cyprus League,24/25,Centre-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Relegation Round,23/24,Centre-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Cyprus League,23/24,Centre-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Keuken Kampioen Divisie,21/22,Centre-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Keuken Kampioen Divisie,20/21,Centre-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Eredivisie,18/19,Right-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Eredivisie,15/16,Right-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Eredivisie,14/15,Right-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Eredivisie,13/14,Right-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Jupiler League,11/12,Right-Back
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Eredivisie,16/17,Defensive Midfield
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Eredivisie,14/15,Defensive Midfield
dion-malone/73557,https://www.transfermarkt.com/dion-malone/profil/spieler/84405,Eredivisie,13/14,Defensive Midfield
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,Championship,25/26,Centre-Back
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,Championship,23/24,Centre-Back
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,Championship,22/23,Centre-Back
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,Championship,21/22,Centre-Back
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,League One,20/21,Centre-Back
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,Premier League 2,19/20,Centre-Back
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,U18 Premier League,17/18,Centre-Back
dion-sanderson/970407,https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993,U18 Premier League,16/17,Centre-Back
diop-djibril/1140851,https://www.transfermarkt.com/djibril-diop/profil/spieler/568733,Eliteserien,2023,Centre-Back
diop-djibril/1140851,https://www.transfermarkt.com/djibril-diop/profil/spieler/568733,Botola Pro Inwi,21/22,Centre-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Super League,24/25,Right-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Super League,23/24,Right-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Eredivisie,21/22,Right-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Eredivisie,20/21,Right-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Eredivisie,19/20,Right-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,U19 Div. 1 Spring,15/16,Right-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,U19 Div. 1 Spring,14/15,Right-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Super League,25/26,Centre-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Keuken Kampioen Divisie,18/19,Centre-Back
dirk-abels/583606,https://www.transfermarkt.com/dirk-abels/profil/spieler/333815,Jupiler League,17/18,Centre-Back
dirk-proper/961685,https://www.transfermarkt.com/dirk-proper/profil/spieler/485587,Eredivisie,24/25,Defensive Midfield
dirk-proper/961685,https://www.transfermarkt.com/dirk-proper/profil/spieler/485587,Eredivisie,23/24,Defensive Midfield
dirk-proper/961685,https://www.transfermarkt.com/dirk-proper/profil/spieler/485587,Eredivisie,22/23,Defensive Midfield
dirk-proper/961685,https://www.transfermarkt.com/dirk-proper/profil/spieler/485587,Keuken Kampioen Divisie,20/21,Defensive Midfield
dirk-proper/961685,https://www.transfermarkt.com/dirk-proper/profil/spieler/485587,Eredivisie,21/22,Central Midfield
dishon-bernard/979229,https://www.transfermarkt.com/dishon-bernard/profil/spieler/531677,Championship,24/25,Centre-Back
dishon-bernard/979229,https://www.transfermarkt.com/dishon-bernard/profil/spieler/531677,Championship,23/24,Centre-Back
dishon-bernard/979229,https://www.transfermarkt.com/dishon-bernard/profil/spieler/531677,Championship,21/22,Centre-Back
dishon-bernard/979229,https://www.transfermarkt.com/dishon-bernard/profil/spieler/531677,League Two,20/21,Centre-Back
dishon-bernard/979229,https://www.transfermarkt.com/dishon-bernard/profil/spieler/531677,Premier League 2,19/20,Centre-Back
dishon-bernard/979229,https://www.transfermarkt.com/dishon-bernard/profil/spieler/531677,U18 Premier League,18/19,Centre-Back
divaio-bobson/1145587,https://www.transfermarkt.com/divaio-bobson/profil/spieler/648887,Hessenliga,22/23,Right Winger
djaoui-cisse/1445628,https://www.transfermarkt.com/djaoui-cisse/profil/spieler/931160,Ligue 1,24/25,Central Midfield
dje-tah-davilla/1444575,https://www.transfermarkt.com/dje-davilla/profil/spieler/890368,Liga Portugal 2,24/25,Defensive Midfield
dje-tah-davilla/1444575,https://www.transfermarkt.com/dje-davilla/profil/spieler/890368,Liga Portugal 2,23/24,Defensive Midfield
djeidi-gassama/1142674,https://www.transfermarkt.com/djeidi-gassama/profil/spieler/795657,Championship,24/25,Left Midfield
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,24/25,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,23/24,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,22/23,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,21/22,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,20/21,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,19/20,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,18/19,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,LaLiga,17/18,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,2ª División,15/16,Centre-Back
djene/307702,https://www.transfermarkt.com/dakonam-djene/profil/spieler/221150,2ª División,14/15,Right-Back
djevencio-van-der-kust/974530,https://www.transfermarkt.com/djevencio-van-der-kust/profil/spieler/596148,Eredivisie,23/24,Left-Back
djevencio-van-der-kust/974530,https://www.transfermarkt.com/djevencio-van-der-kust/profil/spieler/596148,Keuken Kampioen Divisie,20/21,Left-Back
djevencio-van-der-kust/974530,https://www.transfermarkt.com/djevencio-van-der-kust/profil/spieler/596148,U19 Div. 1 Fall,19/20,Left-Back
djevencio-van-der-kust/974530,https://www.transfermarkt.com/djevencio-van-der-kust/profil/spieler/596148,U19 Div. 2 Spring,18/19,Left-Back
djevencio-van-der-kust/974530,https://www.transfermarkt.com/djevencio-van-der-kust/profil/spieler/596148,U19 Div. 1 Fall,18/19,Left-Back
djibril-lamego/1170564,https://www.transfermarkt.com/djibril-lamego/profil/spieler/947363,Jupiler Pro League,25/26,Centre-Back
djibril-lamego/1170564,https://www.transfermarkt.com/djibril-lamego/profil/spieler/947363,CPL,24/25,Centre-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Super League 1,23/24,Right-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Ligue 1,20/21,Right-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Premier League,19/20,Right-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Ligue 1,18/19,Right-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Ligue 1,17/18,Right-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Ligue 1,16/17,Right-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Ligue 1,15/16,Left-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Ligue 1,14/15,Left-Back
djibril-sidibe/123388,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,Ligue 1,24/25,Centre-Back
djibril-soumare/1394929,https://www.transfermarkt.com/djibril-soumare/profil/spieler/1041532,Liga Portugal,24/25,Defensive Midfield
djibril-soumare/1394929,https://www.transfermarkt.com/djibril-soumare/profil/spieler/1041532,Liga 3 - Promotion,23/24,Defensive Midfield
djibril-sow/799054,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,LaLiga,24/25,Central Midfield
djibril-sow/799054,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,Bundesliga,22/23,Central Midfield
djibril-sow/799054,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,Bundesliga,19/20,Central Midfield
djibril-sow/799054,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,Super League,18/19,Central Midfield
djibril-sow/799054,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,Super League,17/18,Central Midfield
djibril-sow/799054,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,Bundesliga,21/22,Defensive Midfield
djibril-sow/799054,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,Bundesliga,20/21,Defensive Midfield
djordje-ivanovic/791080,https://www.transfermarkt.com/djordje-ivanovic/profil/spieler/358845,Super liga,16/17,Left Winger
djordje-ivanovic/791080,https://www.transfermarkt.com/djordje-ivanovic/profil/spieler/358845,Super liga,15/16,Centre-Forward
djordje-ivanovic/791080,https://www.transfermarkt.com/djordje-ivanovic/profil/spieler/358845,Prva Liga,20/21,Second Striker
djordje-jovanovic/863945,https://www.transfermarkt.com/djordje-jovanovic/profil/spieler/376460,Super League,23/24,Centre-Forward
djordje-jovanovic/863945,https://www.transfermarkt.com/djordje-jovanovic/profil/spieler/376460,Ligat ha'Al,22/23,Centre-Forward
djordje-jovanovic/863945,https://www.transfermarkt.com/djordje-jovanovic/profil/spieler/376460,Super liga Srbije,21/22,Centre-Forward
dmitriy-aleksandrov/1803813,https://www.transfermarkt.com/dmitriy-aleksandrov/profil/spieler/864621,U16 Youth Football League,21/22,Defensive Midfield
dmitriy-barinov/318961,https://www.transfermarkt.com/dmitriy-barinov/profil/spieler/263905,Premier Liga,25/26,Defensive Midfield
dmitriy-barinov/318961,https://www.transfermarkt.com/dmitriy-barinov/profil/spieler/263905,Premier Liga,24/25,Defensive Midfield
dmitriy-barinov/318961,https://www.transfermarkt.com/dmitriy-barinov/profil/spieler/263905,Premier Liga,23/24,Defensive Midfield
dmitriy-barinov/318961,https://www.transfermarkt.com/dmitriy-barinov/profil/spieler/263905,Premier Liga,22/23,Defensive Midfield
dmitriy-barinov/318961,https://www.transfermarkt.com/dmitriy-barinov/profil/spieler/263905,Premier Liga,21/22,Defensive Midfield
dmitriy-barinov/318961,https://www.transfermarkt.com/dmitriy-barinov/profil/spieler/263905,Premier Liga,19/20,Defensive Midfield
dmitriy-barinov/318961,https://www.transfermarkt.com/dmitriy-barinov/profil/spieler/263905,Premier Liga,18/19,Defensive Midfield
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,FNL,20/21,Right Winger
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,Premier Liga,19/20,Right Winger
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,FNL,18/19,Right Winger
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,FNL,17/18,Right Winger
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,Premier Liga,25/26,Right Midfield
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,Premier Liga,24/25,Right Midfield
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,Premier Liga,23/24,Right Midfield
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,FNL,14/15,Left Winger
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,1.League,22/23,Right-Back
dmitriy-kabutov/243091,https://www.transfermarkt.com/dmitriy-kabutov/profil/spieler/148118,FNL,16/17,Right-Back
dmitriy-nikitin/1819698,https://www.transfermarkt.com/dmitriy-nikitinskiy/profil/spieler/119478,2 League Group 3,22/23,Left-Back
dmitriy-pivovarov/1891432,https://www.transfermarkt.com/dmitriy-pivovarov/profil/spieler/574934,2. Division A (Phase 2),2024,Left-Back
dmitriy-pivovarov/1891432,https://www.transfermarkt.com/dmitriy-pivovarov/profil/spieler/574934,PFL Group 1,20/21,Left-Back
dmitriy-pivovarov/1891432,https://www.transfermarkt.com/dmitriy-pivovarov/profil/spieler/574934,PFL South,18/19,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2024,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2023,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2022,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2020,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2019,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2018,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2017,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2016,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2015,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2014,Left-Back
dmitriy-shomko/60065,https://www.transfermarkt.com/dmitriy-shomko/profil/spieler/117989,Premier Liga,2013,Left-Back
dmitriy-vorobyev/800504,https://www.transfermarkt.com/dmitriy-vorobyov/profil/spieler/370287,Premier Liga,24/25,Centre-Forward
dmitriy-vorobyev/800504,https://www.transfermarkt.com/dmitriy-vorobyov/profil/spieler/370287,Premier Liga,23/24,Centre-Forward
dmytro-bogdanov/1568506,https://www.transfermarkt.com/dmytro-bogdanov/profil/spieler/1045446,U19-BL N/NE,23/24,Centre-Forward
dmytro-kapinus/1001825,https://www.transfermarkt.com/dmytro-kapinus/profil/spieler/718408,Persha Liga,24/25,Right-Back
dmytro-klyots/777027,https://www.transfermarkt.com/dmytro-klyots/profil/spieler/294188,Premier Liga,24/25,Central Midfield
dmytro-klyots/777027,https://www.transfermarkt.com/dmytro-klyots/profil/spieler/294188,Premier Liga,22/23,Central Midfield
dmytro-klyots/777027,https://www.transfermarkt.com/dmytro-klyots/profil/spieler/294188,Premier Liga,19/20,Central Midfield
dmytro-klyots/777027,https://www.transfermarkt.com/dmytro-klyots/profil/spieler/294188,Premier Liga,16/17,Central Midfield
dmytro-kulyk/1648161,https://www.transfermarkt.com/dmytro-kulyk/profil/spieler/1052386,Persha Liga,22/23,Centre-Forward
dmytro-plakhtyr/814191,https://www.transfermarkt.com/dmytro-plakhtyr/profil/spieler/395537,Persha Liga,24/25,Defensive Midfield
dmytro-plakhtyr/814191,https://www.transfermarkt.com/dmytro-plakhtyr/profil/spieler/395537,Persha Liga,22/23,Defensive Midfield
dmytro-pospelov/852018,https://www.transfermarkt.com/dmytro-pospelov/profil/spieler/108866,SuperLiga,25/26,Centre-Back
dmytro-pospelov/852018,https://www.transfermarkt.com/dmytro-pospelov/profil/spieler/108866,SuperLiga,24/25,Centre-Back
dmytro-pospelov/852018,https://www.transfermarkt.com/dmytro-pospelov/profil/spieler/108866,Premier Liga,22/23,Centre-Back
dmytro-pospelov/852018,https://www.transfermarkt.com/dmytro-pospelov/profil/spieler/108866,Persha Liga,20/21,Centre-Back
dmytro-pospelov/852018,https://www.transfermarkt.com/dmytro-pospelov/profil/spieler/108866,Persha Liga,19/20,Centre-Back
dmytro-pospelov/852018,https://www.transfermarkt.com/dmytro-pospelov/profil/spieler/108866,Persha Liga,18/19,Centre-Back
dmytro-pospelov/852018,https://www.transfermarkt.com/dmytro-pospelov/profil/spieler/108866,Persha Liga,17/18,Centre-Back
dmytro-ryzhuk/76222,https://www.transfermarkt.com/dmytro-ryzhuk/profil/spieler/123216,Premier Liga,2024,Centre-Back
dmytro-ryzhuk/76222,https://www.transfermarkt.com/dmytro-ryzhuk/profil/spieler/123216,Premier Liga,2023,Centre-Back
dmytro-ryzhuk/76222,https://www.transfermarkt.com/dmytro-ryzhuk/profil/spieler/123216,Pervaya Liga,2022,Centre-Back
dmytro-ryzhuk/76222,https://www.transfermarkt.com/dmytro-ryzhuk/profil/spieler/123216,Vysheyshaya Liga,2020,Centre-Back
dmytro-ryzhuk/76222,https://www.transfermarkt.com/dmytro-ryzhuk/profil/spieler/123216,Persha Liga,13/14,Right-Back
dmytro-semenov/936737,https://www.transfermarkt.com/dmytro-semenov/profil/spieler/495918,Premier Liga,24/25,Centre-Back
dmytro-shcherbak/800849,https://www.transfermarkt.com/dmytro-shcherbak/profil/spieler/436379,Persha Liga,24/25,Attacking Midfield
dmytro-shcherbak/800849,https://www.transfermarkt.com/dmytro-shcherbak/profil/spieler/436379,Persha Liga,23/24,Attacking Midfield
dmytro-topalov/859387,https://www.transfermarkt.com/dmytro-topalov/profil/spieler/365692,Premier Liga,21/22,Left Winger
dmytro-topalov/859387,https://www.transfermarkt.com/dmytro-topalov/profil/spieler/365692,Premier Liga,20/21,Left Winger
dmytro-yusov/239498,https://www.transfermarkt.com/dmytro-yusov/profil/spieler/242854,Vysheyshaya Liga,2017,Right Winger
dodi-lukebakio/823631,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,LaLiga,24/25,Right Winger
dodi-lukebakio/823631,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,Bundesliga,22/23,Right Winger
dodi-lukebakio/823631,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,Bundesliga,20/21,Right Winger
dodi-lukebakio/823631,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,Bundesliga,19/20,Right Winger
dodi-lukebakio/823631,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,JPL,17/18,Right Winger
dodi/870804,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,LaLiga,24/25,Right Winger
dodi/870804,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,Bundesliga,22/23,Right Winger
dodi/870804,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,Bundesliga,20/21,Right Winger
dodi/870804,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,Bundesliga,19/20,Right Winger
dodi/870804,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,JPL,17/18,Right Winger
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Serie A,24/25,Right-Back
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Serie A,22/23,Right-Back
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Premier Liga,21/22,Right-Back
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Premier Liga,20/21,Right-Back
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Premier Liga,19/20,Right-Back
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Série A,2017,Right-Back
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Série A,2016,Right-Back
dodo/822518,https://www.transfermarkt.com/dodo/profil/spieler/401529,Serie A,24/25,Right Midfield
dodson-derek/1009788,https://www.transfermarkt.com/derek-dodson/profil/spieler/638430,USLC,2024,Right-Back
dodson-derek/1009788,https://www.transfermarkt.com/derek-dodson/profil/spieler/638430,USLC,2023,Right-Back
dogucan-haspolat/846087,https://www.transfermarkt.com/dogucan-haspolat/profil/spieler/387143,Jupiler Pro League,25/26,Defensive Midfield
dogucan-haspolat/846087,https://www.transfermarkt.com/dogucan-haspolat/profil/spieler/387143,Jupiler Pro League,24/25,Defensive Midfield
dogucan-haspolat/846087,https://www.transfermarkt.com/dogucan-haspolat/profil/spieler/387143,Süper Lig,21/22,Defensive Midfield
dogukan-sinik/796114,https://www.transfermarkt.com/dogukan-sinik/profil/spieler/370833,Süper Lig,21/22,Left Winger
dolev-haziza/808835,https://www.transfermarkt.com/dolev-haziza/profil/spieler/367633,Ligat ha'Al,21/22,Left Winger
dolev-haziza/808835,https://www.transfermarkt.com/dolev-haziza/profil/spieler/367633,Ligat ha'Al,20/21,Left Winger
domagoj-antolic/67645,https://www.transfermarkt.com/domagoj-antolic/profil/spieler/48810,Saudi Pro League,23/24,Central Midfield
domagoj-antolic/67645,https://www.transfermarkt.com/domagoj-antolic/profil/spieler/48810,Saudi Pro League,22/23,Central Midfield
domagoj-antolic/67645,https://www.transfermarkt.com/domagoj-antolic/profil/spieler/48810,Ekstraklasa,18/19,Central Midfield
domagoj-antolic/67645,https://www.transfermarkt.com/domagoj-antolic/profil/spieler/48810,SuperSport HNL,12/13,Central Midfield
domagoj-antolic/67645,https://www.transfermarkt.com/domagoj-antolic/profil/spieler/48810,Ekstraklasa,19/20,Defensive Midfield
domagoj-antolic/67645,https://www.transfermarkt.com/domagoj-antolic/profil/spieler/48810,1.HNL,16/17,Defensive Midfield
domagoj-bradaric/897594,https://www.transfermarkt.com/domagoj-bradaric/profil/spieler/357796,Serie A,23/24,Left-Back
domagoj-bradaric/897594,https://www.transfermarkt.com/domagoj-bradaric/profil/spieler/357796,Ligue 1,20/21,Left-Back
domagoj-bradaric/897594,https://www.transfermarkt.com/domagoj-bradaric/profil/spieler/357796,Ligue 1,19/20,Left-Back
domagoj-bradaric/897594,https://www.transfermarkt.com/domagoj-bradaric/profil/spieler/357796,SuperSport HNL,18/19,Left-Back
domagoj-bradaric/897594,https://www.transfermarkt.com/domagoj-bradaric/profil/spieler/357796,Serie A,24/25,Left Midfield
