sofascore_slug,transfermarkt_url,lig,sezon,etiket
bueno-manu/1142094,https://www.transfermarkt.com/manu-bueno/profil/spieler/766723,Segunda Federación - Gr. IV,23/24,Central Midfield
bueno-manu/1142094,https://www.transfermarkt.com/manu-bueno/profil/spieler/766723,Segunda Federación - Gr. IV,22/23,Central Midfield
burcu-livan/1513469,https://www.transfermarkt.com/livan-burcu/profil/spieler/519872,2. Bundesliga,24/25,Left Winger
burcu-livan/1513469,https://www.transfermarkt.com/livan-burcu/profil/spieler/519872,3. Liga,23/24,Left Winger
caballero-gustavo/988656,https://www.transfermarkt.com/gustavo-caballero/profil/spieler/891672,Primera División Apertura,2025,Left Winger
cacintura-egas/1131245,https://www.transfermarkt.com/egas-cacintura/profil/spieler/911400,Premier Liga,24/25,Attacking Midfield
cacintura-egas/1131245,https://www.transfermarkt.com/egas-cacintura/profil/spieler/911400,FNL,23/24,Attacking Midfield
cacintura-egas/1131245,https://www.transfermarkt.com/egas-cacintura/profil/spieler/911400,1.League,22/23,Attacking Midfield
cadden-nicky/371318,https://www.transfermarkt.com/nicky-cadden/profil/spieler/291177,Premiership,24/25,Left Midfield
cadden-nicky/371318,https://www.transfermarkt.com/nicky-cadden/profil/spieler/291177,League One,23/24,Left Midfield
cadden-nicky/371318,https://www.transfermarkt.com/nicky-cadden/profil/spieler/291177,League One,22/23,Left Midfield
cadden-nicky/371318,https://www.transfermarkt.com/nicky-cadden/profil/spieler/291177,League Two,21/22,Left Midfield
cadden-nicky/371318,https://www.transfermarkt.com/nicky-cadden/profil/spieler/291177,League Two,20/21,Left Midfield
cadden-nicky/371318,https://www.transfermarkt.com/nicky-cadden/profil/spieler/291177,League One,15/16,Left Midfield
cadiou-noah/993952,https://www.transfermarkt.com/noah-cadiou/profil/spieler/691958,Ligue 2,23/24,Central Midfield
cadiou-noah/993952,https://www.transfermarkt.com/noah-cadiou/profil/spieler/691958,Ligue 2,24/25,Defensive Midfield
cadiou-noah/993952,https://www.transfermarkt.com/noah-cadiou/profil/spieler/691958,Championnat National,22/23,Defensive Midfield
caicedo-alfred/1116361,https://www.transfermarkt.com/alfred-caicedo/profil/spieler/885179,CPL,23/24,Right-Back
caliskan-noel/1489304,https://www.transfermarkt.com/noel-caliskan/profil/spieler/343334,MLS Next Pro,2024,Central Midfield
camara-adama/1507384,https://www.transfermarkt.com/adama-camara/profil/spieler/973949,Ligue 2,23/24,Defensive Midfield
camara-adama/1507384,https://www.transfermarkt.com/adama-camara/profil/spieler/973949,National 2 - Grp. A,22/23,Defensive Midfield
camara-adama/1507384,https://www.transfermarkt.com/adama-camara/profil/spieler/973949,Ligue 2,24/25,Central Midfield
camara-mahdi/916041,https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,Ligue 1,24/25,Central Midfield
camara-mahdi/916041,https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,Ligue 1,23/24,Central Midfield
camara-mahdi/916041,https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,Ligue 1,22/23,Central Midfield
camara-mahdi/916041,https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,Ligue 1,21/22,Central Midfield
camara-mahdi/916041,https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,Ligue 1,20/21,Central Midfield
camara-mahdi/916041,https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795,Ligue 1,21/22,Defensive Midfield
camarda-francesco/1520771,https://www.transfermarkt.com/francesco-camarda/profil/spieler/1058368,Serie C-B,24/25,Centre-Forward
camarda-francesco/1520771,https://www.transfermarkt.com/francesco-camarda/profil/spieler/1058368,Primavera 1,23/24,Centre-Forward
camavinga-eduardo/973887,https://www.transfermarkt.com/eduardo-camavinga/profil/spieler/640428,Ligue 1,20/21,Central Midfield
camavinga-eduardo/973887,https://www.transfermarkt.com/eduardo-camavinga/profil/spieler/640428,Ligue 1,19/20,Defensive Midfield
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Serie A,24/25,Left-Back
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Serie A,22/23,Left-Back
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Serie A,21/22,Left Midfield
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Serie A,23/24,Right Midfield
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Serie C-A,19/20,Right Midfield
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Serie D - A,18/19,Central Midfield
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Serie D - E,17/18,Central Midfield
cambiaso-andrea/917048,https://www.transfermarkt.com/andrea-cambiaso/profil/spieler/459658,Under 17 - A,16/17,Central Midfield
campbell-josh/970717,https://www.transfermarkt.com/josh-campbell/profil/spieler/482802,Premiership,24/25,Attacking Midfield
campbell-josh/970717,https://www.transfermarkt.com/josh-campbell/profil/spieler/482802,Premiership,22/23,Attacking Midfield
campos-gaspar/1031637,https://www.transfermarkt.com/gaspar-campos/profil/spieler/580525,LaLiga2,24/25,Left Winger
campos-gaspar/1031637,https://www.transfermarkt.com/gaspar-campos/profil/spieler/580525,2ª División,23/24,Left Winger
campos-gaspar/1031637,https://www.transfermarkt.com/gaspar-campos/profil/spieler/580525,2ª División,22/23,Left Winger
candela-antonio/862464,https://www.transfermarkt.com/antonio-candela/profil/spieler/392881,Serie B,23/24,Right-Back
candela-antonio/862464,https://www.transfermarkt.com/antonio-candela/profil/spieler/392881,Serie C-B,21/22,Right-Back
candela-antonio/862464,https://www.transfermarkt.com/antonio-candela/profil/spieler/392881,Serie C-A,20/21,Right-Back
candela-antonio/862464,https://www.transfermarkt.com/antonio-candela/profil/spieler/392881,Under 17 - A,15/16,Right-Back
candela-antonio/862464,https://www.transfermarkt.com/antonio-candela/profil/spieler/392881,Serie B,23/24,Right Midfield
candela-antonio/862464,https://www.transfermarkt.com/antonio-candela/profil/spieler/392881,Serie B,22/23,Right Midfield
candelari-pietro/1468175,https://www.transfermarkt.com/pietro-candelari/profil/spieler/934386,Primavera 2 - B,22/23,Central Midfield
candelari-pietro/1468175,https://www.transfermarkt.com/pietro-candelari/profil/spieler/934386,Under 17 - A,21/22,Central Midfield
canestrelli-simone/911355,https://www.transfermarkt.com/simone-canestrelli/profil/spieler/358003,Serie B,24/25,Centre-Back
canestrelli-simone/911355,https://www.transfermarkt.com/simone-canestrelli/profil/spieler/358003,Serie B,23/24,Centre-Back
canestrelli-simone/911355,https://www.transfermarkt.com/simone-canestrelli/profil/spieler/358003,Serie B,21/22,Centre-Back
canestrelli-simone/911355,https://www.transfermarkt.com/simone-canestrelli/profil/spieler/358003,Serie C-A,20/21,Centre-Back
canestrelli-simone/911355,https://www.transfermarkt.com/simone-canestrelli/profil/spieler/358003,Serie C-A,19/20,Centre-Back
canestrelli-simone/911355,https://www.transfermarkt.com/simone-canestrelli/profil/spieler/358003,Primavera 1,18/19,Centre-Back
canestrelli-simone/911355,https://www.transfermarkt.com/simone-canestrelli/profil/spieler/358003,Primavera 2 - A,17/18,Centre-Back
cannon-thomas/1005766,https://www.transfermarkt.com/tom-cannon/profil/spieler/669366,Championship,24/25,Centre-Forward
cannon-thomas/1005766,https://www.transfermarkt.com/tom-cannon/profil/spieler/669366,Championship,22/23,Centre-Forward
cannon-thomas/1005766,https://www.transfermarkt.com/tom-cannon/profil/spieler/669366,Premier League 2,21/22,Centre-Forward
cannon-thomas/1005766,https://www.transfermarkt.com/tom-cannon/profil/spieler/669366,U18 Premier League,20/21,Centre-Forward
cannon-thomas/1005766,https://www.transfermarkt.com/tom-cannon/profil/spieler/669366,U18 Premier League,19/20,Centre-Forward
carboni-franco/1086199,https://www.transfermarkt.com/franco-carboni/profil/spieler/731491,Primavera 1,21/22,Left-Back
carboni-franco/1086199,https://www.transfermarkt.com/franco-carboni/profil/spieler/731491,Serie B,23/24,Left Midfield
carracedo-cristian/813737,https://www.transfermarkt.com/cristian-carracedo/profil/spieler/294388,Primera Federación - Gr. I,22/23,Left Winger
cassata-francesco/814624,https://www.transfermarkt.com/francesco-cassata/profil/spieler/301236,Serie A,19/20,Central Midfield
cassata-francesco/814624,https://www.transfermarkt.com/francesco-cassata/profil/spieler/301236,Serie B,16/17,Central Midfield
castaneda-santiago/1199101,https://www.transfermarkt.com/santiago-castaneda/profil/spieler/1005509,2. Bundesliga,24/25,Defensive Midfield
castaneda-santiago/1199101,https://www.transfermarkt.com/santiago-castaneda/profil/spieler/1005509,3. Liga,23/24,Defensive Midfield
castellini-alessio/1480702,https://www.transfermarkt.com/alessio-castellini/profil/spieler/704283,Serie C-C,24/25,Centre-Back
castellini-alessio/1480702,https://www.transfermarkt.com/alessio-castellini/profil/spieler/704283,Primavera 2 - A,21/22,Centre-Back
castellini-alessio/1480702,https://www.transfermarkt.com/alessio-castellini/profil/spieler/704283,Primavera 2 - A,20/21,Centre-Back
castellini-alessio/1480702,https://www.transfermarkt.com/alessio-castellini/profil/spieler/704283,Under 17 - B,19/20,Centre-Back
castellini-alessio/1480702,https://www.transfermarkt.com/alessio-castellini/profil/spieler/704283,Serie D - I,22/23,Left-Back
castro-javier/1017339,https://www.transfermarkt.com/javi-castro/profil/spieler/740253,LaLiga2,24/25,Centre-Back
castro-javier/1017339,https://www.transfermarkt.com/javi-castro/profil/spieler/740253,2ª División,23/24,Centre-Back
castro-javier/1017339,https://www.transfermarkt.com/javi-castro/profil/spieler/740253,Primera Federación - Gr. I,22/23,Centre-Back
castro-javier/1017339,https://www.transfermarkt.com/javi-castro/profil/spieler/740253,Primera Federación - Gr. I,21/22,Centre-Back
centelles-alex/964174,https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,LaLiga2,24/25,Left-Back
centelles-alex/964174,https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,2ª División,21/22,Left-Back
centelles-alex/964174,https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,Liga NOS,19/20,Left-Back
centelles-alex/964174,https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,2ª B - Grupo III,18/19,Left-Back
centelles-alex/964174,https://www.transfermarkt.com/alex-centelles/profil/spieler/423443,2ª B - Grupo III,17/18,Left-Back
cernin-jakub/993991,https://www.transfermarkt.com/jakub-cernin/profil/spieler/572792,Chance Liga,25/26,Centre-Back
cernin-jakub/993991,https://www.transfermarkt.com/jakub-cernin/profil/spieler/572792,ChNL,24/25,Centre-Back
cernin-jakub/993991,https://www.transfermarkt.com/jakub-cernin/profil/spieler/572792,Fortuna Liga,23/24,Centre-Back
cernin-jakub/993991,https://www.transfermarkt.com/jakub-cernin/profil/spieler/572792,FNL,22/23,Centre-Back
cesco-joao/1108012,https://www.transfermarkt.com/joao-cesco/profil/spieler/695115,efbet Liga,23/24,Centre-Back
chalus-matej/2290276,https://www.transfermarkt.com/matej-chalus/profil/spieler/321178,Chance Liga,24/25,Centre-Back
chalus-matej/2290276,https://www.transfermarkt.com/matej-chalus/profil/spieler/321178,Fortuna Liga,23/24,Centre-Back
chalus-matej/2290276,https://www.transfermarkt.com/matej-chalus/profil/spieler/321178,Fortuna Liga,21/22,Centre-Back
chalus-matej/2290276,https://www.transfermarkt.com/matej-chalus/profil/spieler/321178,Fortuna Liga,20/21,Centre-Back
chalus-matej/2290276,https://www.transfermarkt.com/matej-chalus/profil/spieler/321178,Fortuna Liga,18/19,Centre-Back
chalus-matej/2290276,https://www.transfermarkt.com/matej-chalus/profil/spieler/321178,HET Liga,17/18,Centre-Back
chalus-matej/2290276,https://www.transfermarkt.com/matej-chalus/profil/spieler/321178,ePojisteni.cz Li,16/17,Centre-Back
cherki-rayan/979128,https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,Ligue 1,22/23,Attacking Midfield
cherki-rayan/979128,https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,Ligue 1,24/25,Right Winger
chernev-atanas/1031642,https://www.transfermarkt.com/atanas-chernev/profil/spieler/351441,efbet Liga,23/24,Centre-Back
chernev-atanas/1031642,https://www.transfermarkt.com/atanas-chernev/profil/spieler/351441,Vtora Liga,21/22,Centre-Back
cherni-amine/1094487,https://www.transfermarkt.com/amin-cherni/profil/spieler/782935,Ligue 2,24/25,Left-Back
cherni-amine/1094487,https://www.transfermarkt.com/amin-cherni/profil/spieler/782935,Ligue 2,23/24,Left-Back
cherni-amine/1094487,https://www.transfermarkt.com/amin-cherni/profil/spieler/782935,National 2 - Grp. A,22/23,Left-Back
cherni-amine/1094487,https://www.transfermarkt.com/amin-cherni/profil/spieler/782935,Süper Lig,25/26,Left Midfield
cherni-amine/1094487,https://www.transfermarkt.com/amin-cherni/profil/spieler/782935,Ligue 2,23/24,Left Midfield
christopoulos-giannis/922198,https://www.transfermarkt.com/giannis-christopoulos/profil/spieler/534677,Super League 1,21/22,Centre-Back
chrysopoulos-konstantinos/1386595,https://www.transfermarkt.com/konstantinos-chrysopoulos/profil/spieler/932259,Cyprus League,24/25,Centre-Back
chrysopoulos-konstantinos/1386595,https://www.transfermarkt.com/konstantinos-chrysopoulos/profil/spieler/932259,Super League 2,23/24,Centre-Back
chrysopoulos-konstantinos/1386595,https://www.transfermarkt.com/konstantinos-chrysopoulos/profil/spieler/932259,Super League 2,22/23,Centre-Back
ciammaglichella-aaron/1114354,https://www.transfermarkt.com/aaron-ciammaglichella/profil/spieler/724108,Primavera 1,23/24,Central Midfield
cimermancic-markus/1470481,https://www.transfermarkt.com/markus-cimermancic/profil/spieler/1010912,MLS Next Pro,2024,Central Midfield
cimermancic-markus/1470481,https://www.transfermarkt.com/markus-cimermancic/profil/spieler/1010912,MLS Next Pro,2023,Central Midfield
ciz-adam/1392742,https://www.transfermarkt.com/adam-ciz/profil/spieler/707151,MSFL,24/25,Left Midfield
claes-thomas/1188173,https://www.transfermarkt.com/thomas-claes/profil/spieler/671682,Jupiler Pro League,25/26,Central Midfield
claes-thomas/1188173,https://www.transfermarkt.com/thomas-claes/profil/spieler/671682,CPL,24/25,Central Midfield
claes-thomas/1188173,https://www.transfermarkt.com/thomas-claes/profil/spieler/671682,CPL,23/24,Central Midfield
claes-thomas/1188173,https://www.transfermarkt.com/thomas-claes/profil/spieler/671682,CPL,24/25,Attacking Midfield
cobb-noah/1122644,https://www.transfermarkt.com/noah-cobb/profil/spieler/895884,MLS,2024,Centre-Back
cobb-noah/1122644,https://www.transfermarkt.com/noah-cobb/profil/spieler/895884,MLS Next Pro,2023,Centre-Back
cobb-noah/1122644,https://www.transfermarkt.com/noah-cobb/profil/spieler/895884,USLC,2022,Centre-Back
coello-alonso/1470478,https://www.transfermarkt.com/alonso-coello/profil/spieler/1001938,MLS,2024,Defensive Midfield
coello-alonso/1470478,https://www.transfermarkt.com/alonso-coello/profil/spieler/1001938,MLS Next Pro,2022,Defensive Midfield
coello-alonso/1470478,https://www.transfermarkt.com/alonso-coello/profil/spieler/1001938,MLS,2025,Central Midfield
colley-ebrima/928106,https://www.transfermarkt.com/ebrima-colley/profil/spieler/567217,Süper Lig,22/23,Right Winger
colley-lamin/1092406,https://www.transfermarkt.com/lamin-colley/profil/spieler/446894,NB I.,24/25,Centre-Forward
colley-lamin/1092406,https://www.transfermarkt.com/lamin-colley/profil/spieler/446894,NB I.,23/24,Centre-Forward
colley-lamin/1092406,https://www.transfermarkt.com/lamin-colley/profil/spieler/446894,Prva Liga,21/22,Centre-Forward
colombo-leonardo/1424560,https://www.transfermarkt.com/leonardo-colombo/profil/spieler/891869,Primavera 1,24/25,Defensive Midfield
colombo-leonardo/1424560,https://www.transfermarkt.com/leonardo-colombo/profil/spieler/891869,Primavera 1,23/24,Defensive Midfield
colombo-leonardo/1424560,https://www.transfermarkt.com/leonardo-colombo/profil/spieler/891869,Primavera 2 - A,22/23,Defensive Midfield
colombo-leonardo/1424560,https://www.transfermarkt.com/leonardo-colombo/profil/spieler/891869,Primavera 2 - A,21/22,Defensive Midfield
colpani-andrea/928122,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,Serie B,21/22,Central Midfield
colpani-andrea/928122,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,Serie B,19/20,Central Midfield
colpani-andrea/928122,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,Primavera 1,18/19,Central Midfield
colpani-andrea/928122,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,Primavera 1,17/18,Central Midfield
colpani-andrea/928122,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,Under 17 - B,15/16,Central Midfield
colpani-andrea/928122,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,Serie A,23/24,Attacking Midfield
colpani-andrea/928122,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,Serie A,24/25,Right Winger
comas-arnau/901843,https://www.transfermarkt.com/arnau-comas/profil/spieler/388542,Super League,22/23,Centre-Back
comas-arnau/901843,https://www.transfermarkt.com/arnau-comas/profil/spieler/388542,Primera Federación - Gr. II,21/22,Centre-Back
comas-arnau/901843,https://www.transfermarkt.com/arnau-comas/profil/spieler/388542,2ª B - Grupo III,20/21,Centre-Back
comas-arnau/901843,https://www.transfermarkt.com/arnau-comas/profil/spieler/388542,2ª B - Grupo III,19/20,Centre-Back
comuzzo-pietro/1210848,https://www.transfermarkt.com/pietro-comuzzo/profil/spieler/746712,Serie A,24/25,Centre-Back
comuzzo-pietro/1210848,https://www.transfermarkt.com/pietro-comuzzo/profil/spieler/746712,Under 18 - A,22/23,Centre-Back
coppola-francesco/1494096,https://www.transfermarkt.com/francesco-coppola/profil/spieler/925838,Serie C-B,24/25,Centre-Back
coppola-francesco/1494096,https://www.transfermarkt.com/francesco-coppola/profil/spieler/925838,Primavera 2 - B,23/24,Centre-Back
corazza-tommaso/1137366,https://www.transfermarkt.com/tommaso-corazza/profil/spieler/818880,Primavera 1,22/23,Left-Back
cornic-leo/934774,https://www.transfermarkt.com/leo-cornic/profil/spieler/501629,Eliteserien,2025,Right Midfield
cornic-leo/934774,https://www.transfermarkt.com/leo-cornic/profil/spieler/501629,OBOS-ligaen,2020,Right-Back
correia-thierry/851282,https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,LaLiga,23/24,Right-Back
correia-thierry/851282,https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,LaLiga,22/23,Right-Back
correia-thierry/851282,https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,LaLiga,20/21,Right-Back
couto-yan/1002813,https://www.transfermarkt.com/yan-couto/profil/spieler/627228,Liga Portugal,21/22,Right Midfield
coveri-valentino/1397530,https://www.transfermarkt.com/valentino-coveri/profil/spieler/927268,Primavera 1,24/25,Centre-Forward
coveri-valentino/1397530,https://www.transfermarkt.com/valentino-coveri/profil/spieler/927268,Primavera 2 - B,23/24,Centre-Forward
crespi-valerio/1155434,https://www.transfermarkt.com/valerio-crespi/profil/spieler/745444,Primavera 2 - B,22/23,Centre-Forward
crespi-valerio/1155434,https://www.transfermarkt.com/valerio-crespi/profil/spieler/745444,Primavera 2 - B,21/22,Centre-Forward
cruz-sandro/982146,https://www.transfermarkt.com/sandro-cruz/profil/spieler/481627,Liga Portugal,24/25,Left-Back
cruz-sandro/982146,https://www.transfermarkt.com/sandro-cruz/profil/spieler/481627,Liga Portugal 2,21/22,Left-Back
csoboth-kevin/879542,https://www.transfermarkt.com/kevin-csoboth/profil/spieler/445788,NB I.,23/24,Left Winger
csoboth-kevin/879542,https://www.transfermarkt.com/kevin-csoboth/profil/spieler/445788,NB I.,22/23,Left Winger
cueni-stephane/1005763,https://www.transfermarkt.com/stephane-cueni/profil/spieler/507467,Challenge League,24/25,Defensive Midfield
cueni-stephane/1005763,https://www.transfermarkt.com/stephane-cueni/profil/spieler/507467,Challenge League,23/24,Defensive Midfield
cueni-stephane/1005763,https://www.transfermarkt.com/stephane-cueni/profil/spieler/507467,U18 Elite League,18/19,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,Premier League,23/24,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,Championship,22/23,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,JPL,21/22,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,Championship,19/20,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,League One,18/19,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,League One,16/17,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,League One,15/16,Central Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,Championship,24/25,Defensive Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,Championship,22/23,Defensive Midfield
cullen-josh/792122,https://www.transfermarkt.com/josh-cullen/profil/spieler/242606,League One,18/19,Defensive Midfield
cullen-liam/1006994,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Championship,24/25,Centre-Forward
cullen-liam/1006994,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Championship,23/24,Centre-Forward
cullen-liam/1006994,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Premier League 2,19/20,Centre-Forward
cullen-liam/1006994,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Premier League 2,18/19,Centre-Forward
cullen-liam/1006994,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,U18 Premier League,16/17,Centre-Forward
cullen-liam/1006994,https://www.transfermarkt.com/liam-cullen/profil/spieler/296978,Championship,24/25,Attacking Midfield
curtis-sam/1133697,https://www.transfermarkt.com/sam-curtis/profil/spieler/741267,Premier Division,2023,Right-Back
cybulski-kamil/1509027,https://www.transfermarkt.com/kamil-cybulski/profil/spieler/1233348,Ekstraklasa,24/25,Left Winger
daga-daniel/1470533,https://www.transfermarkt.com/daniel-daga/profil/spieler/1015612,NPFL,23/24,Defensive Midfield
dagasso-matteo/1137526,https://www.transfermarkt.com/matteo-dagasso/profil/spieler/744621,Serie C-B,24/25,Central Midfield
dagasso-matteo/1137526,https://www.transfermarkt.com/matteo-dagasso/profil/spieler/744621,Primavera 2 - B,22/23,Central Midfield
dahl-samuel/993101,https://www.transfermarkt.com/samuel-dahl/profil/spieler/605396,Allsvenskan,2024,Left-Back
dahl-samuel/993101,https://www.transfermarkt.com/samuel-dahl/profil/spieler/605396,Allsvenskan,2023,Left-Back
dahl-samuel/993101,https://www.transfermarkt.com/samuel-dahl/profil/spieler/605396,Superettan,2022,Left-Back
dahl-samuel/993101,https://www.transfermarkt.com/samuel-dahl/profil/spieler/605396,Superettan,2023,Left Midfield
daho-alex/1495560,https://www.transfermarkt.com/alex-daho/profil/spieler/1074926,Championnat National,23/24,Left Winger
dajko-ajdi/1004486,https://www.transfermarkt.com/ajdi-dajko/profil/spieler/628329,Premier Liga,24/25,Centre-Back
dajko-ajdi/1004486,https://www.transfermarkt.com/ajdi-dajko/profil/spieler/628329,Kategoria Superiore,23/24,Centre-Back
dajko-ajdi/1004486,https://www.transfermarkt.com/ajdi-dajko/profil/spieler/628329,Super League 2,22/23,Centre-Back
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Ligue 1,24/25,Centre-Back
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Ligue 1,23/24,Centre-Back
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Ligue 1,22/23,Centre-Back
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Ligue 1,21/22,Centre-Back
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,2. Bundesliga,20/21,Centre-Back
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Bundesliga,18/19,Centre-Back
danso-kevin/794953,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,Bundesliga,17/18,Centre-Back
darboe-ebrima/1002902,https://www.transfermarkt.com/ebrima-darboe/profil/spieler/647484,Serie B,24/25,Defensive Midfield
dardari-aiman/1481370,https://www.transfermarkt.com/aiman-dardari/profil/spieler/904723,U19-Bundesliga S/SW,23/24,Left Winger
darisi-faisal/931004,https://www.transfermarkt.com/faisal-darsi/profil/spieler/537979,Saudi First Division League,24/25,Centre-Back
darisi-faisal/931004,https://www.transfermarkt.com/faisal-darsi/profil/spieler/537979,Saudi First Division League,23/24,Centre-Back
darisi-faisal/931004,https://www.transfermarkt.com/faisal-darsi/profil/spieler/537979,Saudi First Division League,22/23,Centre-Back
dasilva-jay/791985,https://www.transfermarkt.com/jay-dasilva/profil/spieler/258915,Championship,25/26,Left-Back
dasilva-jay/791985,https://www.transfermarkt.com/jay-dasilva/profil/spieler/258915,Championship,24/25,Left-Back
dasilva-jay/791985,https://www.transfermarkt.com/jay-dasilva/profil/spieler/258915,Championship,19/20,Left-Back
dasilva-jay/791985,https://www.transfermarkt.com/jay-dasilva/profil/spieler/258915,Championship,18/19,Left-Back
dasilva-jay/791985,https://www.transfermarkt.com/jay-dasilva/profil/spieler/258915,League One,17/18,Left-Back
dasilva-jay/791985,https://www.transfermarkt.com/jay-dasilva/profil/spieler/258915,Championship,23/24,Left Midfield
dasilva-jay/791985,https://www.transfermarkt.com/jay-dasilva/profil/spieler/258915,Championship,22/23,Left Midfield
davidovic-stjepan/1509163,https://www.transfermarkt.com/stjepan-davidovic/profil/spieler/1157482,Prva Liga,24/25,Right Winger
dellavalle-alessandro/1141167,https://www.transfermarkt.com/alessandro-dellavalle/profil/spieler/704825,Serie B,24/25,Centre-Back
dellavalle-alessandro/1141167,https://www.transfermarkt.com/alessandro-dellavalle/profil/spieler/704825,Primavera 1,23/24,Centre-Back
dellavalle-alessandro/1141167,https://www.transfermarkt.com/alessandro-dellavalle/profil/spieler/704825,Primavera 1,22/23,Centre-Back
dellavalle-alessandro/1141167,https://www.transfermarkt.com/alessandro-dellavalle/profil/spieler/704825,Under 18,20/21,Centre-Back
dellavalle-alessandro/1141167,https://www.transfermarkt.com/alessandro-dellavalle/profil/spieler/704825,Primavera 1,21/22,Right-Back
deman-olivier/960114,https://www.transfermarkt.com/olivier-deman/profil/spieler/621802,Bundesliga,23/24,Left Midfield
deman-olivier/960114,https://www.transfermarkt.com/olivier-deman/profil/spieler/621802,JPL,22/23,Left Midfield
deman-olivier/960114,https://www.transfermarkt.com/olivier-deman/profil/spieler/621802,JPL,22/23,Left Winger
dembele-ali/1397347,https://www.transfermarkt.com/ali-dembele/profil/spieler/1004344,Primavera 1,22/23,Right-Back
demeter-milan/1547564,https://www.transfermarkt.com/milan-demeter/profil/spieler/1085272,NB II.,24/25,Left-Back
diaby-moussa/855817,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,Saudi Pro League,24/25,Right Winger
diaby-moussa/855817,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,Bundesliga,22/23,Right Winger
diaby-moussa/855817,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,Bundesliga,21/22,Right Winger
diaby-moussa/855817,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,Bundesliga,21/22,Left Winger
diaby-moussa/855817,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,Bundesliga,20/21,Left Winger
diaby-moussa/855817,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,Bundesliga,19/20,Left Winger
